Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Week,DayOfWeek,IsWeekend,Quarter,Revenue,Discount_Impact,Price_Diff,Stock_Turnover,Restock_Needed
2022-01-01,S002,P0015,Clothing,South,106,70,457,65.19,10,Cloudy,0,64.23,Winter,0,96,2022,1,52,5,1,1,4563.3,6.519,0.9599999999999937,0.6542056074766355,0
2022-01-01,S002,P0016,Clothing,South,113,113,323,111.87,5,Cloudy,0,118.76,Winter,0,194,2022,1,52,5,1,1,12641.310000000001,5.593500000000001,-6.890000000000001,0.9912280701754386,0
2022-01-01,S002,P0017,Toys,South,153,72,196,18.89,5,Cloudy,0,18.27,Winter,0,65,2022,1,52,5,1,1,1360.08,0.9445,0.620000000000001,0.4675324675324675,0
2022-01-01,S002,P0018,Clothing,South,126,69,86,27.67,0,Cloudy,0,26.08,Winter,0,79,2022,1,52,5,1,1,1909.23,0.0,1.5900000000000034,0.5433070866141733,0
2022-01-01,S002,P0019,Clothing,South,164,82,391,83.09,10,Cloudy,0,74.12,Winter,0,96,2022,1,52,5,1,1,6813.38,8.309000000000001,8.969999999999999,0.49696969696969695,0
2022-01-01,S002,P0020,Furniture,South,126,43,132,125.8,0,Cloudy,0,110.88,Winter,0,53,2022,1,52,5,1,1,5409.4,0.0,14.920000000000002,0.33858267716535434,0
2022-01-01,S003,P0001,Toys,East,182,109,193,16.85,10,Sunny,0,15.48,Winter,0,112,2022,1,52,5,1,1,1836.65,1.685,1.370000000000001,0.5956284153005464,0
2022-01-01,S003,P0002,Groceries,East,290,56,236,50.42,10,Sunny,1,45.94,Winter,0,82,2022,1,52,5,1,1,2823.52,5.042000000000001,4.480000000000004,0.19243986254295534,0
2022-01-01,S003,P0003,Electronics,East,122,122,127,83.17,20,Sunny,1,72.09,Winter,0,126,2022,1,52,5,1,1,10146.74,16.634,11.079999999999998,0.991869918699187,0
2022-01-01,S003,P0004,Groceries,East,203,122,518,26.29,5,Sunny,0,30.05,Winter,0,158,2022,1,52,5,1,1,3207.38,1.3144999999999998,-3.7600000000000016,0.5980392156862745,0
2022-01-01,S003,P0005,Toys,East,253,40,212,19.8,5,Sunny,0,17.3,Winter,0,57,2022,1,52,5,1,1,792.0,0.99,2.5,0.15748031496062992,0
2022-01-01,S003,P0006,Toys,East,227,106,0,44.64,0,Sunny,0,50.46,Winter,0,136,2022,1,52,5,1,1,4731.84,0.0,-5.82,0.4649122807017544,0
2022-01-01,S003,P0007,Groceries,East,247,123,552,18.65,0,Sunny,0,21.62,Winter,0,142,2022,1,52,5,1,1,2293.95,0.0,-2.9700000000000024,0.4959677419354839,0
2022-01-01,S003,P0008,Clothing,East,297,61,0,113.01,0,Sunny,0,126.44,Winter,0,89,2022,1,52,5,1,1,6893.610000000001,0.0,-13.429999999999993,0.20469798657718122,0
2022-01-01,S003,P0009,Groceries,East,226,96,0,56.32,5,Sunny,0,66.33,Winter,0,126,2022,1,52,5,1,1,5406.72,2.8160000000000003,-10.009999999999998,0.42290748898678415,0
2022-01-01,S003,P0010,Groceries,East,167,70,127,36.21,10,Sunny,0,39.87,Winter,0,106,2022,1,52,5,1,1,2534.7000000000003,3.6210000000000004,-3.6599999999999966,0.4166666666666667,0
2022-01-01,S003,P0011,Electronics,East,159,157,293,131.16,10,Sunny,0,139.75,Winter,0,149,2022,1,52,5,1,1,20592.12,13.116,-8.590000000000003,0.98125,0
2022-01-01,S003,P0012,Furniture,East,126,58,131,105.94,0,Sunny,0,103.35,Winter,0,80,2022,1,52,5,1,1,6144.5199999999995,0.0,2.5900000000000034,0.4566929133858268,0
2022-01-01,S003,P0013,Groceries,East,105,105,743,86.78,10,Sunny,0,78.8,Winter,0,176,2022,1,52,5,1,1,9111.9,8.677999999999999,7.980000000000004,0.9905660377358491,0
2022-01-01,S003,P0014,Groceries,East,271,27,0,61.69,25,Sunny,1,53.36,Winter,0,44,2022,1,52,5,1,1,1665.6299999999999,15.4225,8.329999999999998,0.09926470588235294,0
2022-01-01,S003,P0015,Groceries,East,166,131,500,98.46,10,Sunny,0,104.52,Winter,0,133,2022,1,52,5,1,1,12898.259999999998,9.845999999999998,-6.060000000000002,0.7844311377245509,0
2022-01-01,S003,P0016,Electronics,East,292,80,0,94.11,10,Sunny,0,107.33,Winter,0,108,2022,1,52,5,1,1,7528.8,9.411,-13.219999999999999,0.27303754266211605,0
2022-01-01,S003,P0017,Furniture,East,204,53,380,112.23,10,Sunny,0,133.9,Winter,0,82,2022,1,52,5,1,1,5948.1900000000005,11.222999999999999,-21.67,0.25853658536585367,0
2022-01-01,S003,P0018,Furniture,East,289,56,316,134.95,5,Sunny,0,125.53,Winter,0,75,2022,1,52,5,1,1,7557.199999999999,6.7475,9.419999999999987,0.19310344827586207,0
2022-01-01,S003,P0019,Groceries,East,201,109,0,59.71,0,Sunny,0,70.74,Winter,0,123,2022,1,52,5,1,1,6508.39,0.0,-11.029999999999994,0.5396039603960396,0
2022-01-01,S003,P0020,Clothing,East,250,41,270,65.81,5,Sunny,0,57.66,Winter,0,61,2022,1,52,5,1,1,2698.21,3.2905,8.150000000000006,0.16334661354581673,0
2022-01-01,S004,P0001,Groceries,West,215,85,287,10.47,0,Snowy,0,11.51,Winter,0,81,2022,1,52,5,1,1,889.95,0.0,-1.0399999999999991,0.39351851851851855,0
2022-01-01,S004,P0002,Groceries,West,283,67,0,19.12,10,Snowy,1,20.62,Winter,0,112,2022,1,52,5,1,1,1281.04,1.9120000000000001,-1.5,0.23591549295774647,0
2022-01-01,S004,P0003,Furniture,West,161,92,407,134.16,20,Snowy,1,117.74,Winter,0,114,2022,1,52,5,1,1,12342.72,26.831999999999997,16.42,0.5679012345679012,0
2022-01-01,S004,P0004,Groceries,West,168,88,252,51.64,0,Snowy,0,57.32,Winter,0,86,2022,1,52,5,1,1,4544.32,0.0,-5.68,0.5207100591715976,0
2022-01-01,S004,P0005,Clothing,West,289,197,0,89.23,10,Snowy,0,77.73,Winter,0,183,2022,1,52,5,1,1,17578.31,8.923,11.5,0.6793103448275862,0
2022-01-01,S004,P0006,Groceries,West,206,48,162,35.33,0,Snowy,0,34.77,Winter,0,73,2022,1,52,5,1,1,1695.84,0.0,0.5599999999999952,0.2318840579710145,0
2022-01-01,S004,P0007,Groceries,West,185,43,253,24.34,5,Snowy,0,26.46,Winter,0,65,2022,1,52,5,1,1,1046.62,1.217,-2.120000000000001,0.23118279569892472,0
2022-01-01,S004,P0008,Furniture,West,281,59,0,100.64,0,Snowy,0,118.02,Winter,0,80,2022,1,52,5,1,1,5937.76,0.0,-17.379999999999995,0.20921985815602837,0
2022-01-01,S004,P0009,Clothing,West,206,106,299,110.47,5,Snowy,0,122.04,Winter,0,98,2022,1,52,5,1,1,11709.82,5.5235,-11.570000000000007,0.5120772946859904,0
2022-01-01,S004,P0010,Groceries,West,223,120,597,30.02,0,Snowy,0,29.15,Winter,0,128,2022,1,52,5,1,1,3602.4,0.0,0.870000000000001,0.5357142857142857,0
2022-01-01,S004,P0011,Clothing,West,195,60,293,52.89,0,Snowy,0,62.29,Winter,0,61,2022,1,52,5,1,1,3173.4,0.0,-9.399999999999999,0.30612244897959184,0
2022-01-01,S004,P0012,Electronics,West,111,111,113,118.15,0,Snowy,0,133.46,Winter,0,103,2022,1,52,5,1,1,13114.650000000001,0.0,-15.310000000000002,0.9910714285714286,0
2022-01-01,S004,P0013,Groceries,West,136,104,385,20.24,10,Snowy,0,18.9,Winter,0,110,2022,1,52,5,1,1,2104.96,2.0239999999999996,1.3399999999999999,0.7591240875912408,0
2022-01-01,S004,P0014,Furniture,West,110,52,122,148.46,10,Snowy,1,178.25,Winter,0,70,2022,1,52,5,1,1,7719.92,14.846000000000002,-29.789999999999992,0.46846846846846846,0
2022-01-01,S004,P0015,Furniture,West,249,42,0,86.47,5,Snowy,0,81.87,Winter,0,44,2022,1,52,5,1,1,3631.74,4.3235,4.599999999999994,0.168,0
2022-01-01,S004,P0016,Furniture,West,155,74,218,110.39,10,Snowy,0,101.16,Winter,0,71,2022,1,52,5,1,1,8168.86,11.039000000000001,9.230000000000004,0.47435897435897434,0
2022-01-01,S004,P0017,Clothing,West,232,65,0,84.83,10,Snowy,0,94.7,Winter,0,85,2022,1,52,5,1,1,5513.95,8.482999999999999,-9.870000000000005,0.27896995708154504,0
2022-01-01,S004,P0018,Furniture,West,165,64,0,141.31,10,Snowy,0,150.73,Winter,0,67,2022,1,52,5,1,1,9043.84,14.130999999999998,-9.419999999999987,0.3855421686746988,0
2022-01-01,S004,P0019,Clothing,West,146,125,103,56.86,10,Snowy,0,64.61,Winter,0,111,2022,1,52,5,1,1,7107.5,5.686,-7.75,0.8503401360544217,0
2022-01-01,S004,P0020,Furniture,West,290,52,0,124.97,10,Snowy,0,110.39,Winter,0,76,2022,1,52,5,1,1,6498.44,12.497,14.579999999999998,0.17869415807560138,0
2022-01-01,S005,P0001,Groceries,North,182,75,198,11.46,5,Snowy,0,9.92,Winter,0,84,2022,1,52,5,1,1,859.5000000000001,0.5730000000000001,1.540000000000001,0.4098360655737705,0
2022-01-01,S005,P0002,Electronics,North,131,131,474,48.68,10,Snowy,1,51.85,Winter,0,186,2022,1,52,5,1,1,6377.08,4.868,-3.1700000000000017,0.9924242424242424,0
2022-01-01,S005,P0003,Toys,North,247,145,0,29.57,20,Snowy,1,26.3,Winter,0,143,2022,1,52,5,1,1,4287.65,5.914,3.2699999999999996,0.5846774193548387,0
2022-01-01,S005,P0004,Groceries,North,195,143,114,7.45,10,Snowy,0,8.33,Winter,0,121,2022,1,52,5,1,1,1065.3500000000001,0.745,-0.8799999999999999,0.7295918367346939,0
2022-01-01,S005,P0005,Groceries,North,187,126,344,20.02,0,Snowy,0,18.12,Winter,0,148,2022,1,52,5,1,1,2522.52,0.0,1.8999999999999986,0.6702127659574468,0
2022-01-01,S005,P0006,Groceries,North,280,59,300,53.49,5,Snowy,0,52.34,Winter,0,67,2022,1,52,5,1,1,3155.9100000000003,2.6745,1.1499999999999986,0.2099644128113879,0
2022-01-01,S005,P0007,Groceries,North,297,74,0,82.73,0,Snowy,0,79.8,Winter,0,85,2022,1,52,5,1,1,6122.02,0.0,2.930000000000007,0.2483221476510067,0
2022-01-01,S005,P0008,Groceries,North,229,165,0,73.42,0,Snowy,0,84.61,Winter,0,149,2022,1,52,5,1,1,12114.300000000001,0.0,-11.189999999999998,0.717391304347826,0
2022-01-01,S005,P0009,Groceries,North,270,59,268,94.75,0,Snowy,0,112.34,Winter,0,94,2022,1,52,5,1,1,5590.25,0.0,-17.590000000000003,0.2177121771217712,0
2022-01-01,S005,P0010,Groceries,North,132,132,436,70.86,0,Snowy,0,63.54,Winter,0,136,2022,1,52,5,1,1,9353.52,0.0,7.32,0.9924812030075187,0
2022-01-01,S005,P0011,Electronics,North,220,17,0,62.12,0,Snowy,0,55.78,Winter,0,15,2022,1,52,5,1,1,1056.04,0.0,6.339999999999996,0.07692307692307693,0
2022-01-01,S005,P0012,Furniture,North,230,71,371,133.86,5,Snowy,0,118.2,Winter,0,84,2022,1,52,5,1,1,9504.060000000001,6.6930000000000005,15.66000000000001,0.30735930735930733,0
2022-01-01,S005,P0013,Groceries,North,145,82,328,71.03,10,Snowy,0,78.02,Winter,0,116,2022,1,52,5,1,1,5824.46,7.103,-6.989999999999995,0.5616438356164384,0
2022-01-01,S005,P0014,Furniture,North,193,63,219,161.18,10,Snowy,1,156.66,Winter,0,82,2022,1,52,5,1,1,10154.34,16.118000000000002,4.52000000000001,0.3247422680412371,0
2022-01-01,S005,P0015,Groceries,North,132,108,203,44.36,10,Snowy,0,52.84,Winter,0,93,2022,1,52,5,1,1,4790.88,4.436,-8.480000000000004,0.8120300751879699,0
2022-01-01,S005,P0016,Toys,North,131,59,191,32.84,0,Snowy,0,39.5,Winter,0,76,2022,1,52,5,1,1,1937.5600000000002,0.0,-6.659999999999997,0.44696969696969696,0
2022-01-01,S005,P0017,Toys,North,159,89,73,33.04,10,Snowy,0,37.53,Winter,0,88,2022,1,52,5,1,1,2940.56,3.304,-4.490000000000002,0.55625,0
2022-01-01,S005,P0018,Clothing,North,245,68,0,22.41,0,Snowy,0,22.24,Winter,0,88,2022,1,52,5,1,1,1523.88,0.0,0.1700000000000017,0.2764227642276423,0
2022-01-01,S005,P0019,Furniture,North,202,42,0,119.15,10,Snowy,0,102.4,Winter,0,47,2022,1,52,5,1,1,5004.3,11.915,16.75,0.20689655172413793,0
2022-01-01,S005,P0020,Toys,North,131,79,105,28.66,10,Snowy,0,34.32,Winter,0,104,2022,1,52,5,1,1,2264.14,2.866,-5.66,0.5984848484848485,0
2022-01-02,S001,P0001,Electronics,North,93,71,0,65.63,5,Snowy,0,73.66,Winter,0,84,2022,1,52,6,1,1,4659.73,3.2815,-8.030000000000001,0.7553191489361702,0
2022-01-02,S001,P0002,Clothing,North,249,116,0,74.44,10,Snowy,0,87.66,Winter,0,175,2022,1,52,6,1,1,8635.039999999999,7.444,-13.219999999999999,0.464,0
2022-01-02,S001,P0003,Clothing,North,133,130,0,66.15,0,Snowy,0,74.15,Winter,0,156,2022,1,52,6,1,1,8599.5,0.0,-8.0,0.9701492537313433,0
2022-01-02,S001,P0004,Electronics,North,94,82,183,91.64,10,Snowy,0,105.17,Winter,0,78,2022,1,52,6,1,1,7514.4800000000005,9.164,-13.530000000000001,0.8631578947368421,0
2022-01-02,S001,P0005,Groceries,North,87,87,487,63.35,0,Snowy,0,61.2,Winter,0,103,2022,1,52,6,1,1,5511.45,0.0,2.1499999999999986,0.9886363636363636,0
2022-01-02,S001,P0006,Toys,North,149,77,172,36.93,5,Snowy,0,32.24,Winter,0,65,2022,1,52,6,1,1,2843.61,1.8465,4.689999999999998,0.5133333333333333,0
2022-01-02,S001,P0007,Groceries,North,37,37,497,27.22,0,Snowy,0,31.11,Winter,0,127,2022,1,52,6,1,1,1007.14,0.0,-3.8900000000000006,0.9736842105263158,0
2022-01-02,S001,P0008,Electronics,North,202,37,0,37.38,5,Snowy,0,42.34,Winter,0,58,2022,1,52,6,1,1,1383.0600000000002,1.869,-4.960000000000001,0.18226600985221675,0
2022-01-02,S001,P0009,Clothing,North,166,133,107,93.21,10,Snowy,0,83.66,Winter,0,126,2022,1,52,6,1,1,12396.929999999998,9.321,9.549999999999997,0.7964071856287425,0
2022-01-02,S001,P0010,Furniture,North,122,105,498,129.03,10,Snowy,1,139.76,Winter,0,107,2022,1,52,6,1,1,13548.15,12.902999999999999,-10.72999999999999,0.8536585365853658,0
2022-01-02,S001,P0011,Furniture,North,164,152,264,175.19,10,Snowy,1,187.65,Winter,0,130,2022,1,52,6,1,1,26628.88,17.519000000000002,-12.460000000000008,0.9212121212121213,0
2022-01-02,S001,P0012,Groceries,North,168,168,397,96.27,10,Snowy,1,109.41,Winter,0,187,2022,1,52,6,1,1,16173.359999999999,9.626999999999999,-13.14,0.9940828402366864,0
2022-01-02,S001,P0013,Toys,North,166,73,90,32.72,10,Snowy,0,28.94,Winter,0,107,2022,1,52,6,1,1,2388.56,3.272,3.7799999999999976,0.437125748502994,0
2022-01-02,S001,P0014,Groceries,North,131,81,0,70.94,0,Snowy,0,66.18,Winter,0,75,2022,1,52,6,1,1,5746.139999999999,0.0,4.759999999999991,0.6136363636363636,0
2022-01-02,S001,P0015,Toys,North,138,117,109,15.17,10,Snowy,1,16.81,Winter,0,110,2022,1,52,6,1,1,1774.89,1.517,-1.6399999999999988,0.841726618705036,0
2022-01-02,S001,P0016,Groceries,North,25,25,0,35.58,0,Snowy,0,30.98,Winter,0,59,2022,1,52,6,1,1,889.5,0.0,4.599999999999998,0.9615384615384616,0
2022-01-02,S001,P0017,Toys,North,69,33,50,17.76,10,Snowy,0,16.08,Winter,0,42,2022,1,52,6,1,1,586.08,1.7760000000000002,1.6800000000000033,0.4714285714285714,0
2022-01-02,S001,P0018,Groceries,North,203,172,155,66.33,10,Snowy,0,56.8,Winter,0,144,2022,1,52,6,1,1,11408.76,6.632999999999999,9.530000000000001,0.8431372549019608,0
2022-01-02,S001,P0019,Furniture,North,220,35,0,93.29,10,Snowy,0,99.51,Winter,0,52,2022,1,52,6,1,1,3265.15,9.329,-6.219999999999999,0.1583710407239819,0
2022-01-02,S001,P0020,Furniture,North,230,93,432,119.87,10,Snowy,0,111.8,Winter,0,92,2022,1,52,6,1,1,11147.91,11.987,8.070000000000007,0.4025974025974026,0
2022-01-02,S002,P0001,Groceries,South,0,0,350,86.71,10,Cloudy,0,85.0,Winter,0,137,2022,1,52,6,1,1,0.0,8.671,1.7099999999999937,0.0,0
2022-01-02,S002,P0002,Toys,South,74,61,0,31.7,0,Cloudy,0,36.09,Winter,0,82,2022,1,52,6,1,1,1933.7,0.0,-4.390000000000004,0.8133333333333334,0
2022-01-02,S002,P0003,Groceries,South,20,20,0,66.64,10,Cloudy,0,61.22,Winter,0,58,2022,1,52,6,1,1,1332.8,6.664,5.420000000000002,0.9523809523809523,0
2022-01-02,S002,P0004,Groceries,South,49,40,0,36.7,5,Cloudy,0,35.23,Winter,0,59,2022,1,52,6,1,1,1468.0,1.835,1.470000000000006,0.8,0
2022-01-02,S002,P0005,Electronics,South,52,52,412,98.83,5,Cloudy,0,94.92,Winter,0,115,2022,1,52,6,1,1,5139.16,4.9415,3.9099999999999966,0.9811320754716981,0
2022-01-02,S002,P0006,Clothing,South,119,116,137,66.76,10,Cloudy,0,59.62,Winter,0,117,2022,1,52,6,1,1,7744.160000000001,6.676,7.140000000000008,0.9666666666666667,0
2022-01-02,S002,P0007,Toys,South,144,95,0,30.0,0,Cloudy,0,28.44,Winter,0,95,2022,1,52,6,1,1,2850.0,0.0,1.5599999999999987,0.6551724137931034,0
2022-01-02,S002,P0008,Groceries,South,99,99,153,29.35,0,Cloudy,0,34.68,Winter,0,140,2022,1,52,6,1,1,2905.65,0.0,-5.329999999999998,0.99,0
2022-01-02,S002,P0009,Groceries,South,0,0,263,74.78,0,Cloudy,0,83.48,Winter,0,158,2022,1,52,6,1,1,0.0,0.0,-8.700000000000003,0.0,0
2022-01-02,S002,P0010,Groceries,South,318,179,0,101.56,25,Cloudy,1,98.18,Winter,0,234,2022,1,52,6,1,1,18179.24,25.39,3.3799999999999955,0.5611285266457681,0
2022-01-02,S002,P0011,Groceries,South,157,135,474,91.4,15,Cloudy,1,109.66,Winter,0,137,2022,1,52,6,1,1,12339.0,13.71,-18.25999999999999,0.8544303797468354,0
2022-01-02,S002,P0012,Electronics,South,119,75,511,65.63,15,Cloudy,1,56.85,Winter,0,115,2022,1,52,6,1,1,4922.25,9.8445,8.779999999999994,0.625,0
2022-01-02,S002,P0013,Groceries,South,59,45,0,20.47,0,Cloudy,0,22.07,Winter,0,75,2022,1,52,6,1,1,921.15,0.0,-1.6000000000000014,0.75,0
2022-01-02,S002,P0014,Electronics,South,84,84,564,134.04,10,Cloudy,0,124.77,Winter,0,135,2022,1,52,6,1,1,11259.359999999999,13.403999999999998,9.269999999999996,0.9882352941176471,0
2022-01-02,S002,P0015,Clothing,South,36,36,604,65.22,20,Cloudy,1,71.11,Winter,0,152,2022,1,52,6,1,1,2347.92,13.044,-5.890000000000001,0.972972972972973,0
2022-01-02,S002,P0016,Clothing,South,0,0,260,107.38,0,Cloudy,0,114.77,Winter,0,159,2022,1,52,6,1,1,0.0,0.0,-7.390000000000001,0.0,0
2022-01-02,S002,P0017,Toys,South,81,63,323,18.69,10,Cloudy,0,20.42,Winter,0,92,2022,1,52,6,1,1,1177.47,1.869,-1.7300000000000004,0.7682926829268293,0
2022-01-02,S002,P0018,Clothing,South,143,74,87,26.16,5,Cloudy,0,31.4,Winter,0,92,2022,1,52,6,1,1,1935.84,1.308,-5.239999999999998,0.5138888888888888,0
2022-01-02,S002,P0019,Clothing,South,82,66,439,93.88,0,Cloudy,0,85.41,Winter,0,101,2022,1,52,6,1,1,6196.08,0.0,8.469999999999999,0.7951807228915663,0
2022-01-02,S002,P0020,Furniture,South,83,77,214,134.4,0,Cloudy,0,124.57,Winter,0,70,2022,1,52,6,1,1,10348.800000000001,0.0,9.830000000000013,0.9166666666666666,0
2022-01-02,S003,P0001,Toys,East,73,73,0,15.76,5,Cloudy,0,16.81,Winter,0,91,2022,1,52,6,1,1,1150.48,0.7879999999999999,-1.049999999999999,0.9864864864864865,0
2022-01-02,S003,P0002,Groceries,East,234,175,548,63.12,10,Cloudy,0,55.32,Winter,0,154,2022,1,52,6,1,1,11046.0,6.311999999999999,7.799999999999997,0.7446808510638298,0
2022-01-02,S003,P0003,Electronics,East,127,125,160,109.88,0,Cloudy,0,107.36,Winter,0,145,2022,1,52,6,1,1,13735.0,0.0,2.519999999999996,0.9765625,0
2022-01-02,S003,P0004,Groceries,East,81,39,0,19.9,0,Cloudy,0,22.28,Winter,0,56,2022,1,52,6,1,1,776.0999999999999,0.0,-2.3800000000000026,0.47560975609756095,0
